site	primer	treatment	id	distance	abundance
ShellfishLab	F04R22	Pre	25683	0.0165184946610095	0.9522
ShellfishLab	F04R22	Pre	21827	0.0212418300653595	0.271625
ShellfishLab	F04R22	Pre	10487	0.0201844577249891	1.0353
ShellfishLab	F04R22	Pre	9799	0.022008313277294	0.271625
ShellfishLab	F04R22	Pre	19411	0.0199095425931492	0.62295
ShellfishLab	F04R22	Pre	8413	0.0218098915964535	0.46848
ShellfishLab	F04R22	Pre	14955	0.0126861759080806	0.271625
ShellfishLab	F04R22	Pre	26404	0.0198933272594096	2.33015
ShellfishLab	F04R22	Pre	24805	0.0153359393896834	0.28094
ShellfishLab	F04R22	Pre	12591	0.0145981815624309	0.271625
ShellfishLab	F04R22	Pre	6404	0.0239091326185647	0.64005
ShellfishLab	F04R22	Pre	27434	0.0204259057312492	0.271625
ShellfishLab	F04R22	Pre	505	0.0220375255397347	0.271625
ShellfishLab	F04R22	Pre	33739	0.0195166296269167	0.28094
ShellfishLab	F04R22	Pre	39945	0.0186524956384467	0.28094
ShellfishLab	F04R22	Pre	30026	0.0205899824563742	0.8582
ShellfishLab	F04R22	Pre	18566	0.0116626321612471	0.271625
ShellfishLab	F04R22	Pre	17247	0.0191611779523005	0.7692
ShellfishLab	F04R22	Pre	4521	0.0112804720565401	0.64005
ShellfishLab	F04R22	Pre	2289	0.0194972273809089	0.75015
ShellfishLab	F04R22	Pre	9587	0.0218800643153795	0.271625
ShellfishLab	F04R22	Pre	32606	0.0128562499552461	0.9522
ShellfishLab	F04R22	Pre	12485	0.0180791168465931	1.34875
ShellfishLab	F04R22	Pre	16588	0.0241751811212236	0.64005
ShellfishLab	F04R22	Pre	7948	0.0161616161616162	1.05775
ShellfishLab	F04R22	Pre	14294	0.0164553622614898	2.0817
ShellfishLab	F04R22	Pre	37575	0.0216926750007678	0.271625
ShellfishLab	F04R22	Pre	6040	0.0222487444958576	1.20105
ShellfishLab	F04R22	Pre	21079	0.0221060510176381	0.482615
ShellfishLab	F04R22	Pre	9003	0.0191811444681623	0.7692
ShellfishLab	F04R22	Pre	34332	0.0202695849662413	0.271625
ShellfishLab	F04R22	Pre	9725	0.0220270692474997	0.46848
ShellfishLab	F04R22	Pre	15067	0.021515888833132	0.271625
ShellfishLab	F04R22	Pre	13634	0.0213797845844293	0.7692
ShellfishLab	F04R22	Pre	26209	0.0221877503640434	1.23915
ShellfishLab	F04R22	Pre	37301	0.020010698749604	0.46848
ShellfishLab	F04R22	Pre	36751	0.0206979599592019	0.271625
ShellfishLab	F04R22	Pre	35252	0.01747403011088	0.28094
ShellfishLab	F04R22	Pre	26034	0.0201369178880757	0.62295
ShellfishLab	F04R22	Pre	25857	0.0219018009506441	0.46848
ShellfishLab	F04R22	Pre	1024	0.0191950675507395	0.46848
ShellfishLab	F04R22	Pre	38343	0.0222563202603923	0.271625
ShellfishLab	F04R22	Pre	37009	0.0212823292600447	1.05775
ShellfishLab	F04R22	Pre	13356	0.0189653883244991	0.271625
ShellfishLab	F04R22	Pre	24543	0.0183168027902157	1.34875
ShellfishLab	F04R22	Pre	32758	0.0202901408952314	1.7896
ShellfishLab	F04R22	Pre	33953	0.0222501933074671	0.28094
ShellfishLab	F04R22	Pre	31380	0.0203542975251583	0.28094
ShellfishLab	F04R22	Pre	5785	0.0148172318955829	0.271625
ShellfishLab	F04R22	Pre	28936	0.0208146831523455	0.271625
ShellfishLab	F04R22	Pre	25889	0.0198686034520463	0.28094
ShellfishLab	F04R22	Pre	242	0.0221458319736342	0.64005
ShellfishLab	F04R22	Pre	23695	0.0219905146956711	0.28094
ShellfishLab	F04R22	Pre	17571	0.0172097307804132	0.46848
ShellfishLab	F04R22	Pre	17372	0.00982754037349638	3.0402
ShellfishLab	F04R22	Pre	7049	0.0168537257411551	0.271625
ShellfishLab	F04R22	Pre	23285	0.0171047122105195	0.271625
ShellfishLab	F04R22	Pre	22590	0.0195757843191406	0.271625
ShellfishLab	F04R22	Pre	24464	0.0228775319198846	0.7692
ShellfishLab	F04R22	Pre	11652	0.018966747330381	1.0353
ShellfishLab	F04R22	Pre	5818	0.0166711005294786	0.62295
ShellfishLab	F04R22	Pre	29589	0.0145714854838877	0.62295
ShellfishLab	F04R22	Pre	4618	0.0179202877595645	0.482615
ShellfishLab	F04R22	Pre	17668	0.0234226466816996	0.271625
ShellfishLab	F04R22	Pre	3808	0.0219755014001222	0.28094
ShellfishLab	F04R22	Pre	12560	0.0269230769230769	0.28094
ShellfishLab	F04R22	Pre	8000	0.0254237288135593	0.28094
ShellfishLab	F04R22	Pre	26574	0.0128515499096999	3.94
ShellfishLab	F04R22	Pre	22697	0.0231173072656422	0.271625
ShellfishLab	F04R22	Pre	18565	0.0165346784037977	0.9522
ShellfishLab	F04R22	Pre	40263	0.0206989353319648	0.28094
ShellfishLab	F04R22	Pre	24787	0.0143514914619806	0.62295
ShellfishLab	F04R22	Pre	21156	0.0137405112024978	0.8582
ShellfishLab	F04R22	Pre	11210	0.0200005851331026	1.10985
ShellfishLab	F04R22	Pre	17523	0.0118443191973444	0.28094
ShellfishLab	F04R22	Pre	32976	0.0236217502321263	0.271625
ShellfishLab	F04R22	Pre	27128	0.0219298509709469	0.271625
ShellfishLab	F04R22	Pre	36294	0.0217216332677083	0.28094
ShellfishLab	F04R22	Pre	11486	0.0178292691782989	0.8787
ShellfishLab	F04R22	Pre	14225	0.0166156877861144	0.482615
ShellfishLab	F04R22	Pre	33392	0.0148743346135705	0.8582
ShellfishLab	F04R22	Pre	31490	0.0208771008403361	0.271625
ShellfishLab	F04R22	Pre	26419	0.0222283724624649	0.271625
ShellfishLab	F04R22	Pre	36452	0.0224124722869073	1.4693
ShellfishLab	F04R22	Pre	8355	0.0223988439306358	0.46848
ShellfishLab	F04R22	Pre	15356	0.0180770238407126	2.48125
ShellfishLab	F04R22	Pre	4284	0.013573627622245	0.482615
ShellfishLab	F04R22	Pre	17461	0.0227513227513227	0.271625
ShellfishLab	F04R22	Pre	37826	0.0221704791798806	0.28094
ShellfishLab	F04R22	Pre	25037	0.01923587549668	0.28094
ShellfishLab	F04R22	Pre	12905	0.0191735858793859	0.271625
ShellfishLab	F04R22	Pre	3967	0.0192044771677783	0.75015
ShellfishLab	F04R22	Pre	27196	0.0182001265671765	0.9522
ShellfishLab	F04R22	Pre	38282	0.0176508110976932	0.28094
ShellfishLab	F04R22	Pre	24374	0.0222500664625072	0.28094
ShellfishLab	F04R22	Pre	145	0.0250174094707521	0.46848
ShellfishLab	F04R22	Pre	18284	0.0228634852238265	0.271625
ShellfishLab	F04R22	Pre	8007	0.0180521857909325	0.8787
ShellfishLab	F04R22	Pre	7536	0.0201735039594937	0.271625
ShellfishLab	F04R22	Pre	1974	0.022559428331694	0.271625
ShellfishLab	F04R22	Pre	29338	0.0155370746469941	0.271625
ShellfishLab	F04R22	Pre	34574	0.0236843187066283	0.46848
ShellfishLab	F04R22	Pre	28728	0.0240605232723474	0.28094
ShellfishLab	F04R22	Pre	19667	0.0153256704980843	0.482615
ShellfishLab	F04R22	Pre	3708	0.0210042823594419	0.271625
ShellfishLab	F04R22	Pre	32937	0.0152817574021012	1.13295
ShellfishLab	F04R22	Pre	14961	0.0175428601497185	0.75015
ShellfishLab	F04R22	Pre	21344	0.0165362821115049	0.482615
ShellfishLab	F04R22	Pre	15926	0.0219175498608711	0.28094
ShellfishLab	F04R22	Pre	743	0.0164141414141414	2.43135
ShellfishLab	F04R22	Pre	2265	0.0173178012734574	0.64005
ShellfishLab	F04R22	Pre	27684	0.0223192563445755	0.28094
ShellfishLab	F04R22	Pre	7809	0.0182314255057646	0.271625
ShellfishLab	F04R22	Pre	31987	0.0221856123492088	0.271625
ShellfishLab	F04R22	Pre	33051	0.0182744080131547	1.6644
ShellfishLab	F04R22	Pre	23455	0.0181538468719987	1.1774
ShellfishLab	F04R22	Pre	13441	0.0217919458770461	0.28094
ShellfishLab	F04R22	Pre	2500	0.0210678328736228	0.28094
ShellfishLab	F04R22	Pre	12751	0.0185863665389527	0.64005
ShellfishLab	F04R22	Pre	39940	0.0236863935948369	0.28094
ShellfishLab	F04R22	Pre	35332	0.0216538426988341	0.271625
ShellfishLab	F04R22	Pre	22781	0.0260501600826031	0.64005
ShellfishLab	F04R22	Pre	28581	0.0246873299247634	0.28094
ShellfishLab	F04R22	Pre	35652	0.0133978320826931	0.28094
ShellfishLab	F04R22	Pre	18441	0.0220025977319184	0.28094
ShellfishLab	F04R22	Pre	11084	0.0172747797610093	0.8787
ShellfishLab	F04R22	Pre	16165	0.0191913152790802	0.271625
ShellfishLab	F04R22	Pre	33350	0.016764884129149	0.271625
ShellfishLab	F04R22	Pre	28960	0.012452131878006	1.51275
ShellfishLab	F04R22	Pre	31625	0.0156117668717053	1.1774
ShellfishLab	F04R22	Pre	21207	0.0211778794875219	0.271625
ShellfishLab	F04R22	Pre	5988	0.0201611915236126	0.271625
ShellfishLab	F04R22	Pre	25466	0.0218338756926535	0.46848
ShellfishLab	F04R22	Pre	38686	0.0170134642517985	2.6909
ShellfishLab	F04R22	Pre	20333	0.0126586759709436	1.29605
ShellfishLab	F04R22	Pre	2931	0.0213498149084256	0.271625
ShellfishLab	F04R22	Pre	25910	0.0192514644671807	0.271625
ShellfishLab	F04R22	Pre	38031	0.0202724410460708	0.271625
ShellfishLab	F04R22	Pre	17398	0.0199411528171592	0.271625
ShellfishLab	F04R22	Pre	27046	0.0220064197635611	0.28094
ShellfishLab	F04R22	Pre	27100	0.0250341212942245	0.28094
ShellfishLab	F04R22	Pre	9639	0.0188990643793329	0.271625
ShellfishLab	F04R22	Pre	37948	0.0117048667077117	0.271625
ShellfishLab	F04R22	Pre	11299	0.0219173287321663	0.8787
ShellfishLab	F04R22	Pre	3664	0.0134316845850873	0.271625
ShellfishLab	F04R22	Pre	14590	0.0121685673633726	0.28094
ShellfishLab	F04R22	Pre	10799	0.0243083028856174	0.271625
ShellfishLab	F04R22	Pre	10521	0.0257421041399915	0.28094
ShellfishLab	F04R22	Pre	34715	0.0120899954893198	0.28094
ShellfishLab	F04R22	Pre	33061	0.0232764612473302	0.271625
ShellfishLab	F04R22	Pre	12750	0.017156196621316	0.271625
ShellfishLab	F04R22	Pre	16136	0.0192233079519908	0.46848
ShellfishLab	F04R22	Pre	14341	0.0221457764888798	0.482615
ShellfishLab	F04R22	Pre	34234	0.0271147634294186	0.28094
ShellfishLab	F04R22	Pre	2461	0.0107810950377894	0.62295
ShellfishLab	F04R22	Pre	5124	0.0262398612613857	0.271625
ShellfishLab	F04R22	Pre	10744	0.0227623579590667	0.28094
ShellfishLab	F04R22	Pre	25369	0.0213199736912016	0.28094
ShellfishLab	F04R22	Pre	32855	0.0248381186428548	0.46848
ShellfishLab	F04R22	Pre	33481	0.0141236367820536	0.8582
ShellfishLab	F04R22	Pre	6526	0.0119046141541627	3.1018
ShellfishLab	F04R22	Pre	4656	0.0219452412038644	0.46848
ShellfishLab	F04R22	Pre	27328	0.0132513690600011	0.28094
ShellfishLab	F04R22	Pre	38536	0.0193200194944729	0.271625
ShellfishLab	F04R22	Pre	23500	0.0218445333602898	0.482615
ShellfishLab	F04R22	Pre	18653	0.0197514766442939	0.62295
ShellfishLab	F04R22	Pre	18932	0.0161890838971509	0.46848
ShellfishLab	F04R22	Pre	7485	0.0249693284670406	0.482615
ShellfishLab	F04R22	Pre	33822	0.0195984646203688	0.271625
ShellfishLab	F04R22	Pre	23901	0.0220385674931129	0.28094
ShellfishLab	F04R22	Pre	19646	0.0187637927963911	0.482615
ShellfishLab	F04R22	Pre	28965	0.0208742511508003	1.42305
ShellfishLab	F04R22	Pre	28914	0.0240684355516891	0.28094
ShellfishLab	F04R22	Pre	32474	0.0191117214668578	0.62295
ShellfishLab	F04R22	Pre	31090	0.0108223441135524	0.28094
ShellfishLab	F04R22	Pre	40327	0.0206611570247934	0.271625
ShellfishLab	F04R22	Pre	2254	0.0181801479769116	0.64005
ShellfishLab	F04R22	Pre	5931	0.0200736956325555	1.05775
ShellfishLab	F04R22	Pre	17427	0.0222278765802443	0.28094
ShellfishLab	F04R22	Pre	36154	0.0204271123491179	0.482615
ShellfishLab	F04R22	Pre	9770	0.0248724737560231	0.28094
ShellfishLab	F04R22	Pre	18313	0.0168318745825864	0.28094
ShellfishLab	F04R22	Pre	28700	0.0166610177032076	4.19565
ShellfishLab	F04R22	Pre	7294	0.0190092105261405	0.62295
ShellfishLab	F04R22	Pre	12150	0.0218870219008192	0.28094
ShellfishLab	F04R22	Pre	20919	0.018645152943491	0.271625
ShellfishLab	F04R22	Pre	29649	0.0177126450626274	0.75015
ShellfishLab	F04R22	Pre	36615	0.0246803775768203	0.271625
ShellfishLab	F04R22	Pre	24778	0.0156661606062366	0.28094
ShellfishLab	F04R22	Pre	26286	0.0222492761577202	0.28094
ShellfishLab	F04R22	Pre	4065	0.0230811649093628	0.28094
ShellfishLab	F04R22	Pre	25059	0.0227645735449412	1.3736
ShellfishLab	F04R22	Pre	34835	0.0222627002719127	0.482615
ShellfishLab	F04R22	Pre	37336	0.019699315042933	0.28094
ShellfishLab	F04R22	Pre	2848	0.0208741220096792	0.28094
ShellfishLab	F04R22	Pre	18615	0.0215793153380201	0.271625
ShellfishLab	F04R22	Pre	12321	0.0216710803257372	0.28094
ShellfishLab	F04R22	Pre	30692	0.0242881509652141	0.28094
ShellfishLab	F04R22	Pre	7996	0.0157459492476209	4.09715
ShellfishLab	F04R22	Pre	16604	0.0180412681714396	0.271625
ShellfishLab	F04R22	Pre	8064	0.0214877175016337	0.271625
ShellfishLab	F04R22	Pre	11318	0.0219086790911338	0.271625
ShellfishLab	F04R22	Pre	33124	0.0134412111394307	0.482615
ShellfishLab	F04R22	Pre	3909	0.0191227970658528	1.10985
ShellfishLab	F04R22	Pre	16614	0.0151603208582392	0.271625
ShellfishLab	F04R22	Pre	5255	0.0156043952624489	1.10985
ShellfishLab	F04R22	Pre	18350	0.0218672196929192	1.26325
ShellfishLab	F04R22	Pre	27280	0.0173513632284583	1.0353
ShellfishLab	F04R22	Pre	24208	0.0215794306703398	0.46848
ShellfishLab	F04R22	Pre	33766	0.0167597765363128	0.28094
ShellfishLab	F04R22	Pre	4464	0.0214898863065613	1.1774
ShellfishLab	F04R22	Pre	36520	0.0159794173812937	0.482615
ShellfishLab	F04R22	Pre	24452	0.0141127903722362	0.271625
ShellfishLab	F04R22	Pre	39936	0.0236072610211929	0.271625
ShellfishLab	F04R22	Pre	27530	0.0173415705741689	0.62295
ShellfishLab	F04R22	Pre	19379	0.020891364902507	0.271625
ShellfishLab	F04R22	Pre	21350	0.0172406430975675	1.1774
ShellfishLab	F04R22	Pre	5869	0.0138265433049052	1.87105
ShellfishLab	F04R22	Pre	35449	0.0128407504098112	0.28094
ShellfishLab	F04R22	Pre	32714	0.0221051603448862	0.271625
ShellfishLab	F04R22	Pre	18399	0.0139070239221354	0.62295
ShellfishLab	F04R22	Pre	23173	0.021664240598609	0.271625
ShellfishLab	F04R22	Pre	30533	0.0236404230903557	0.271625
ShellfishLab	F04R22	Pre	29544	0.0242274274884888	0.28094
ShellfishLab	F04R22	Pre	18957	0.0239414325286901	0.28094
ShellfishLab	F04R22	Pre	21667	0.0197471639249675	0.271625
ShellfishLab	F04R22	Pre	10590	0.0115662926934338	2.21235
ShellfishLab	F04R22	Pre	27698	0.00982754037349638	2.93095
ShellfishLab	F04R22	Pre	5245	0.0196360153256705	0.28094
ShellfishLab	F04R22	Pre	6503	0.0153028225948188	0.28094
ShellfishLab	F04R22	Pre	14528	0.0100281957232328	1.34875
ShellfishLab	F04R22	Pre	82	0.0234763650837661	0.271625
ShellfishLab	F04R22	Pre	24135	0.0203974933967934	0.28094
ShellfishLab	F04R22	Pre	20462	0.0170367323403788	1.94425
ShellfishLab	F04R22	Pre	37986	0.0200982410274765	0.28094
ShellfishLab	F04R22	Pre	69	0.0204620636428018	0.46848
ShellfishLab	F04R22	Pre	20138	0.01885268168528	0.482615
ShellfishLab	F04R22	Pre	26526	0.0202680370362442	0.46848
ShellfishLab	F04R22	Pre	34030	0.0223074878745598	0.482615
ShellfishLab	F04R22	Pre	32316	0.0143514914619806	0.7692
ShellfishLab	F04R22	Pre	39760	0.0206110307980196	0.28094
ShellfishLab	F04R22	Pre	8803	0.0234445273419565	0.271625
ShellfishLab	F04R22	Pre	37405	0.0222309320800603	0.271625
ShellfishLab	F04R22	Pre	36923	0.0167241087387874	0.482615
ShellfishLab	F04R22	Pre	18277	0.0178862426176335	0.28094
ShellfishLab	F04R22	Pre	16330	0.0241130146145092	0.271625
ShellfishLab	F04R22	Pre	2711	0.0203053908550171	0.97375
ShellfishLab	F04R22	Pre	22158	0.0125134333496585	0.271625
ShellfishLab	F04R22	Pre	37758	0.0148690496568681	1.20105
ShellfishLab	F04R22	Pre	2100	0.0219819972391479	0.28094
ShellfishLab	F04R22	Pre	33780	0.0188004803690627	0.271625
ShellfishLab	F04R22	Pre	32334	0.0223636758553896	0.482615
ShellfishLab	F04R22	Pre	20168	0.0221457745533651	0.28094
ShellfishLab	F04R22	Pre	37045	0.0192720435997985	0.28094
ShellfishLab	F04R22	Pre	27294	0.019193476744437	0.271625
ShellfishLab	F04R22	Pre	6539	0.017098463217264	0.7692
ShellfishLab	F04R22	Pre	35318	0.0183616880850623	1.3979
ShellfishLab	F04R22	Pre	9602	0.0159305437034702	0.271625
ShellfishLab	F04R22	Pre	8632	0.0225490196078431	0.28094
ShellfishLab	F04R22	Pre	6569	0.0222299630898936	0.28094
ShellfishLab	F04R22	Pre	40415	0.0240073868882733	0.28094
ShellfishLab	F04R22	Pre	38115	0.0201559646981144	0.8787
ShellfishLab	F04R22	Pre	498	0.0173317179412152	0.46848
ShellfishLab	F04R22	Pre	37233	0.0172473322730402	0.482615
ShellfishLab	F04R22	Pre	24090	0.0184514016859274	0.271625
ShellfishLab	F04R22	Pre	35720	0.0216487751726491	0.482615
ShellfishLab	F04R22	Pre	18901	0.0172668931179839	0.271625
ShellfishLab	F04R22	Pre	1160	0.0218622247398935	0.271625
ShellfishLab	F04R22	Pre	35046	0.0216978311852903	0.46848
ShellfishLab	F04R22	Pre	5424	0.0188303356623769	0.28094
ShellfishLab	F04R22	Pre	27043	0.0180596200928336	0.271625
ShellfishLab	F04R22	Pre	19884	0.0218233288738836	0.271625
ShellfishLab	F04R22	Pre	4892	0.0217826832827975	0.271625
ShellfishLab	F04R22	Pre	40480	0.00368324125230203	0.8787
ShellfishLab	F04R22	Pre	7758	0.0189265975867128	0.46848
ShellfishLab	F04R22	Pre	5164	0.0181767295117421	0.271625
ShellfishLab	F04R22	Pre	23317	0.0145389271907799	0.28094
ShellfishLab	F04R22	Pre	10247	0.0182163432751705	0.271625
ShellfishLab	F04R22	Pre	17423	0.0225385364638374	0.271625
ShellfishLab	F04R22	Pre	16441	0.0196694865400131	0.271625
ShellfishLab	F04R22	Pre	13312	0.019804274467469	1.0353
ShellfishLab	F04R22	Pre	36404	0.0224283724631914	0.9522
ShellfishLab	F04R22	Pre	36811	0.0203438837005859	0.28094
ShellfishLab	F04R22	Pre	22077	0.0217154164442496	0.62295
ShellfishLab	F04R22	Pre	31777	0.0244263876408045	0.28094
ShellfishLab	F04R22	Pre	414	0.0214680228468529	0.46848
ShellfishLab	F04R22	Pre	8074	0.0198347107438017	1.32055
ShellfishLab	F04R22	Pre	21593	0.022058860833346	0.271625
ShellfishLab	F04R22	Pre	7542	0.021486015487763	1.20105
ShellfishLab	F04R22	Pre	7832	0.0173569602579871	1.93975
ShellfishLab	F04R22	Pre	36875	0.0152079362752285	1.10985
ShellfishLab	F04R22	Pre	26191	0.0190251836551647	0.28094
ShellfishLab	F04R22	Pre	12431	0.0221286444504241	0.28094
ShellfishLab	F04R22	Pre	12048	0.021244963356596	0.271625
ShellfishLab	F04R22	Pre	20113	0.021440967201981	0.28094
ShellfishLab	F04R22	Pre	3593	0.0131237834913384	0.271625
ShellfishLab	F04R22	Pre	32108	0.0182744080131547	0.7692
ShellfishLab	F04R22	Pre	7781	0.0233477011494253	0.271625
ShellfishLab	F04R22	Pre	24751	0.00457875457875458	1.8178
ShellfishLab	F04R22	Pre	40602	0.0210781839594299	1.05775
ShellfishLab	F04R22	Pre	14031	0.020519523766277	0.271625
ShellfishLab	F04R22	Pre	32726	0.0192012543200062	0.271625
ShellfishLab	F04R22	Pre	11826	0.0254510951895759	0.28094
ShellfishLab	F04R22	Pre	4417	0.0157039391066985	1.10985
ShellfishLab	F04R22	Pre	20831	0.0221181860623264	0.271625
ShellfishLab	F04R22	Pre	22595	0.0246254927476675	0.28094
ShellfishLab	F04R22	Pre	293	0.00968488393701824	0.9522
ShellfishLab	F04R22	Pre	1299	0.0129090307702627	0.271625
ShellfishLab	F04R22	Pre	19352	0.0183796495249009	0.62295
ShellfishLab	F04R22	Pre	15545	0.0220396932712918	0.271625
ShellfishLab	F04R22	Pre	22543	0.0215927178670911	0.28094
ShellfishLab	F04R22	Pre	22727	0.0210288239767011	0.482615
ShellfishLab	F04R22	Pre	19430	0.0222187246425474	0.28094
ShellfishLab	F04R22	Pre	31296	0.0207420661227044	0.28094
ShellfishLab	F04R22	Pre	709	0.0194605673949182	1.10985
ShellfishLab	F04R22	Pre	3737	0.0126037592276694	0.271625
ShellfishLab	F04R22	Pre	35380	0.0206694105633029	0.482615
ShellfishLab	F04R22	Pre	38493	0.0238628041540101	0.28094
ShellfishLab	F04R22	Pre	9721	0.0218029893195984	0.271625
ShellfishLab	F04R22	Pre	9819	0.0126866027615906	0.46848
ShellfishLab	F04R22	Pre	7062	0.016016713091922	0.28094
ShellfishLab	F04R22	Pre	19838	0.0220243516712329	0.46848
ShellfishLab	F04R22	Pre	37258	0.0201907877505482	0.271625
ShellfishLab	F04R22	Pre	9011	0.0198331529744937	0.271625
ShellfishLab	F04R22	Pre	12496	0.0186685829618308	0.271625
ShellfishLab	F04R22	Pre	5626	0.0188303975627173	0.28094
ShellfishLab	F04R22	Pre	9761	0.0197380701490291	0.62295
ShellfishLab	F04R22	Pre	39644	0.0218618725005598	0.8787
ShellfishLab	F04R22	Pre	40136	0.0136563208339786	3.69175
ShellfishLab	F04R22	Pre	35780	0.012953718076007	1.0353
ShellfishLab	F04R22	Pre	3088	0.0194363459669582	0.271625
ShellfishLab	F04R22	Pre	39155	0.0246864536732225	0.271625
ShellfishLab	F04R22	Pre	29265	0.0220467756290789	0.46848
ShellfishLab	F04R22	Pre	25517	0.0197396890628553	0.271625
ShellfishLab	F04R22	Pre	2813	0.0193950638613726	0.271625
ShellfishLab	F04R22	Pre	25488	0.0183646471498444	1.1774
ShellfishLab	F04R22	Pre	18916	0.0194134812881158	0.271625
ShellfishLab	F04R22	Pre	20419	0.0223849704498932	0.28094
ShellfishLab	F04R22	Pre	39603	0.0252403846153846	0.271625
ShellfishLab	F04R22	Pre	26878	0.0192594974243925	0.28094
ShellfishLab	F04R22	Pre	25444	0.0208617547536176	0.271625
ShellfishLab	F04R22	Pre	12080	0.0184499810167868	0.46848
ShellfishLab	F04R22	Pre	31344	0.0221169084015756	0.75015
ShellfishLab	F04R22	Pre	30762	0.0222208549098131	0.271625
ShellfishLab	F04R22	Pre	21151	0.0204761309370004	0.28094
ShellfishLab	F04R22	Pre	3288	0.0189740143670847	0.8787
ShellfishLab	F04R22	Pre	16934	0.014440805472959	1.93975
ShellfishLab	F04R22	Pre	34406	0.0216809044417023	0.482615
ShellfishLab	F04R22	Pre	9424	0.0202664118704817	0.271625
ShellfishLab	F04R22	Pre	13305	0.0201464729869958	0.271625
ShellfishLab	F04R22	Pre	17864	0.0134012264049892	0.46848
ShellfishLab	F04R22	Pre	31254	0.0161478471345067	0.62295
ShellfishLab	F04R22	Pre	22177	0.0192037718639907	0.46848
ShellfishLab	F04R22	Pre	25930	0.0217355540164578	0.271625
ShellfishLab	F04R22	Pre	28883	0.0216534398486362	0.271625
ShellfishLab	F04R22	Pre	15081	0.0212918636642173	0.271625
ShellfishLab	F04R22	Pre	2818	0.0173957008067836	0.46848
ShellfishLab	F04R22	Pre	36962	0.0210055096418733	0.28094
ShellfishLab	F04R22	Pre	5361	0.0170080372556251	0.271625
ShellfishLab	F04R22	Pre	891	0.0244861160903139	0.64005
ShellfishLab	F04R22	Pre	2106	0.0209554045447206	0.28094
ShellfishLab	F04R22	Pre	39453	0.025	0.7692
ShellfishLab	F04R22	Pre	27042	0.0174790696476878	0.271625
ShellfishLab	F04R22	Pre	6217	0.0136620716860629	0.28094
ShellfishLab	F04R22	Pre	11629	0.018371757925072	0.46848
ShellfishLab	F04R22	Pre	21982	0.0210424797274528	0.271625
ShellfishLab	F04R22	Pre	17644	0.0216897234208865	0.28094
ShellfishLab	F04R22	Pre	4199	0.0224004440452832	0.28094
ShellfishLab	F04R22	Pre	2288	0.0242763772175537	0.271625
ShellfishLab	F04R22	Pre	30707	0.0244430337056361	0.28094
ShellfishLab	F04R22	Pre	25156	0.0161658709484185	0.8582
ShellfishLab	F04R22	Pre	13944	0.0215981414275125	0.46848
ShellfishLab	F04R22	Pre	11138	0.0201386010959156	0.46848
ShellfishLab	F04R22	Pre	20822	0.022258564002089	0.271625
ShellfishLab	F04R22	Pre	5120	0.0223739743159265	0.28094
ShellfishLab	F04R22	Pre	31682	0.0208509100588941	0.46848
ShellfishLab	F04R22	Pre	31107	0.0212948492673209	0.8582
ShellfishLab	F04R22	Pre	2367	0.0191938616932487	0.482615
ShellfishLab	F04R22	Pre	34089	0.0195605452821369	0.64005
ShellfishLab	F04R22	Pre	37165	0.0165681725681726	0.28094
ShellfishLab	F04R22	Pre	26084	0.0202931356299756	0.271625
ShellfishLab	F04R22	Pre	34935	0.0201036766935825	0.271625
ShellfishLab	F04R22	Pre	15366	0.0240641711229947	0.271625
ShellfishLab	F04R22	Pre	14441	0.0224620860414732	0.28094
ShellfishLab	F04R22	Pre	2531	0.0172293732291941	0.46848
ShellfishLab	F04R22	Pre	18777	0.0117403314917127	0.46848
ShellfishLab	F04R22	Pre	36535	0.0216832569105858	0.46848
ShellfishLab	F04R22	Pre	28525	0.0213762296024841	0.28094
ShellfishLab	F04R22	Pre	33188	0.0222903394248897	0.271625
ShellfishLab	F04R22	Pre	35922	0.0191664590115356	0.28094
ShellfishLab	F04R22	Pre	18503	0.0193000894577685	1.20105
ShellfishLab	F04R22	Pre	1737	0.0187287115354575	0.271625
ShellfishLab	F04R22	Pre	13362	0.0183252530186862	0.28094
ShellfishLab	F04R22	Pre	33795	0.0144521088814567	0.97375
ShellfishLab	F04R22	Pre	17540	0.0222376973073352	0.28094
ShellfishLab	F04R22	Pre	10680	0.0170143149284254	0.28094
ShellfishLab	F04R22	Pre	35967	0.0192307692307692	0.271625
ShellfishLab	F04R22	Pre	22688	0.0186747801068213	0.7692
ShellfishLab	F04R22	Pre	35432	0.0221588536606462	1.1774
ShellfishLab	F04R22	Pre	35505	0.0254530255171855	0.28094
ShellfishLab	F04R22	Pre	18109	0.0218355600958659	0.28094
ShellfishLab	F04R22	Pre	6914	0.0218926553672316	0.482615
ShellfishLab	F04R22	Pre	15716	0.0225377420131366	0.28094
ShellfishLab	F04R22	Pre	28266	0.0245808326806133	0.28094
ShellfishLab	F04R22	Pre	30171	0.0185390559594107	1.52795
ShellfishLab	F04R22	Pre	39471	0.0244348243880425	0.28094
ShellfishLab	F04R22	Pre	7686	0.0214991020433146	0.75015
ShellfishLab	F04R22	Pre	15999	0.0201002513493209	0.271625
ShellfishLab	F04R22	Pre	30085	0.0224419849552827	0.28094
ShellfishLab	F04R22	Pre	21492	0.0235507246376812	0.46848
ShellfishLab	F04R22	Pre	30023	0.017379679144385	0.271625
ShellfishLab	F04R22	Pre	40218	0.0233694309669039	0.482615
