primer	site	class	id	dist.count	hght.count	dist.mean	dist.variance	dist.standard_deviation	dist.min	dist.max	dist.median	dist.harmonic_mean	dist.geometric_mean	hght.mean	hght.variance	hght.standard_deviation	hght.min	hght.max	hght.median	hght.harmonic_mean	hght.geometric_mean	tree.calc_tree_length	tree.calc_redundancy	tree.calc_fiala_stemminess	tree.calc_fp_mean	tree.calc_es_mean	tree.calc_pe_mean	tree.calc_shapley_mean	tree.to_newick
F04R22	RyanCt	post	5070	3	5	0.01296	1.09E-05	0.003304739	0.0094	0.01593	0.01355	0.012347795	0.012659823	0.990190667	0.000252227	0.01588165	0.975210797	1.012812397	0.989074013	0.989988016	0.990089151	1.049046666	0.975476667	0.014675052	0.349682222	0.349682222	0.02443471	0.024611957	"(19464:0.037602,(17091:0.013331,15464:0.022371):0.000532):0.975211;"
F04R22	RyanCt	post	5025	6	7	0.01739	2.57E-06	0.001602211	0.01491	0.01997	0.017365	0.017266307	0.017328302	0.985711256	0.000331964	0.018219893	0.966081105	1.005341407	0.995121387	0.985421775	0.985566642	1.100021211	0.966659596	0.007315086	0.275005303	0.275005303	0.033195781	0.033485027	"(((6690:0.028462,21251:0.038103):0.000578,24307:0.028462):0.000578,40448:0.037756):0.966081;"
F04R22	RyanCt	post	5100	10	9	0.048802	0.000278967	0.016702297	0.02801	0.07762	0.04642	0.0439374	0.046297504	0.970185199	0.002047515	0.045249478	0.89297991	1.040918697	0.961315662	0.968298594	0.969243634	1.268333206	0.932916698	0.086132028	0.253666641	0.253666641	0.062657551	0.075070659	"(19134:0.099114,(39247:0.032210,((36211:0.031001,35240:0.064580):0.000509,1495:0.086383):0.025431):0.036125):0.892980;"
F04R22	RyanCt	post	5121	3	5	0.01638	3.14E-05	0.005603561	0.00991	0.01968	0.01955	0.014787644	0.015622427	0.989302789	0.000371293	0.01926897	0.95925907	1.006506788	0.987484979	0.988998878	0.989151442	1.053486053	0.973256973	0.424171993	0.351162018	0.351162018	0.022077059	0.031408994	"(17452:0.028226,(6799:0.018753,11470:0.019252):0.027996):0.959259;"
F04R22	RyanCt	post	5183	6	7	0.019031667	2.40E-05	0.004901369	0.01234	0.02481	0.019845	0.017892557	0.018471581	0.98543926	0.000430152	0.020740111	0.962609045	1.018971305	0.990285271	0.985067321	0.985252915	1.101925181	0.96602494	0.085056541	0.275481295	0.275481295	0.032407364	0.034829034	"(((38958:0.018289,35414:0.027863):0.009126,3196:0.055801):0.000561,30579:0.027676):0.962609;"
F04R22	RyanCt	post	5190	6	7	0.017421667	3.60E-05	0.006002344	0.00757	0.02475	0.01744	0.015055056	0.016350064	0.988216437	0.000370504	0.01924847	0.963406447	1.017372511	0.990702166	0.987894555	0.988055579	1.08248494	0.97250502	0.24933511	0.270621235	0.270621235	0.022945694	0.029769623	"((18839:0.027259,10571:0.000589):0.026707,(4989:0.027443,8783:0.036492):0.000589):0.963406;"
F04R22	RyanCt	post	5205	3	5	0.017773333	1.48E-05	0.003848277	0.01402	0.02171	0.01759	0.017217741	0.017494085	0.988266719	0.000383767	0.019589966	0.961116735	1.013404237	0.988266719	0.987955215	0.988111104	1.058666406	0.970666797	0.271309771	0.352888802	0.352888802	0.026149849	0.032516557	"(2098:0.027150,(21180:0.018112,39300:0.033187):0.019100):0.961117;"
F04R22	RyanCt	post	5227	3	5	0.01996	1.70E-05	0.004123639	0.01528	0.02306	0.02154	0.019325487	0.019652122	0.987468695	0.000345713	0.018593349	0.960407085	1.005623605	0.993943809	0.987185976	0.98732777	1.062656527	0.968671736	0.24055666	0.354218842	0.354218842	0.02857338	0.034083147	"((15004:0.023496,11443:0.028687):0.016529,12958:0.033537):0.960407;"
F04R22	RyanCt	post	5239	6	7	0.02557	0.000132722	0.011520488	0.00796	0.03779	0.02737	0.019188156	0.022678587	0.986032324	0.000796859	0.028228697	0.934436812	1.018720516	0.992832906	0.98532624	0.985681523	1.097773732	0.967408756	0.367456522	0.274443433	0.274443433	0.026235206	0.04083423	"((34874:0.037772,(20317:0.000463,16351:0.025888):0.017876):0.040520,34831:0.040818):0.934437;"
F04R22	RyanCt	post	5302	3	5	0.01948	2.32E-05	0.004816731	0.01395	0.02276	0.02173	0.018559688	0.019037156	0.990399486	0.001374474	0.037073901	0.950889593	1.026000931	1.001107837	0.989280555	0.989841335	1.04800257	0.975998715	0.519958706	0.34933419	0.34933419	0.015631578	0.032370992	"((16287:0.021470,36255:0.024893):0.050218,2149:0.000532):0.950890;"
F04R22	RyanCt	post	5398	6	7	0.014146667	4.21E-06	0.002052205	0.00996	0.01505	0.01497	0.013821764	0.013997888	0.990536398	0.000147339	0.012138321	0.974846115	1.000166362	0.999600732	0.990408267	0.990472436	1.066245217	0.977918261	0.103100779	0.266561304	0.266561304	0.020670438	0.022849775	"((39556:0.024788,(29820:0.016536,12439:0.016603):0.008218):0.000499,15798:0.024755):0.974846;"
F04R22	RyanCt	post	5410	3	5	0.01668	3.34E-05	0.005777534	0.01001	0.02013	0.0199	0.015012877	0.015887064	0.989079171	0.000408512	0.020211676	0.972468129	1.022202769	0.988816545	0.98875422	0.988915784	1.054604147	0.972697926	0.006986028	0.351534716	0.351534716	0.027225475	0.027378673	"((7629:0.016053,3272:0.049275):0.000460,35045:0.016348):0.972468;"
F04R22	RyanCt	post	5416	6	7	0.015475	3.90E-06	0.001975356	0.0132	0.01771	0.015525	0.01526268	0.015368947	0.989048786	0.000201091	0.014180644	0.973970839	1.007103394	0.994043119	0.988874343	0.98896159	1.076658497	0.974447168	0.008962459	0.269164624	0.269164624	0.025430981	0.025671915	"(23908:0.033133,((9311:0.019109,19251:0.024758):0.000498,1738:0.024725):0.000465):0.973971;"
F04R22	RyanCt	post	5442	3	5	0.013253333	8.28E-06	0.002878095	0.00993	0.01492	0.01491	0.012776932	0.013023626	0.991673644	0.000138549	0.01177069	0.975047728	1.000100479	0.999933014	0.991561166	0.991617522	1.041631778	0.979184111	0.199193548	0.347210593	0.347210593	0.019437095	0.022194684	"((4427:0.016613,23030:0.016646):0.008273,9383:0.025053):0.975048;"
F04R22	RyanCt	post	5464	6	7	0.018351667	2.17E-05	0.0046567	0.01245	0.02501	0.01752	0.017385621	0.017862782	0.988108631	0.000316343	0.017786025	0.966575836	1.016241261	0.991541878	0.987834825	0.987971624	1.083239586	0.972253471	0.146633921	0.270809896	0.270809896	0.024907711	0.029165938	"((26458:0.033233,13284:0.024899):0.000467,(24637:0.008400,13667:0.033099):0.016566):0.966576;"
F04R22	RyanCt	post	5471	6	7	0.016671667	6.81E-06	0.0026097	0.01243	0.02004	0.01748	0.016295767	0.016489597	0.988655064	0.000219099	0.014802004	0.970601788	1.004482201	0.995534555	0.988464514	0.988559885	1.079414549	0.973528484	0.087154546	0.269853637	0.269853637	0.025008168	0.02720319	"((40613:0.016655,7334:0.025000):0.008277,(25815:0.033378,16160:0.025000):0.000503):0.970602;"
F04R22	RyanCt	post	5478	3	5	0.015	7.50E-09	8.66E-05	0.0149	0.01505	0.01505	0.014999666	0.014999833	0.989924858	0.000190403	0.013798657	0.974559423	1.000168481	0.999663039	0.989770198	0.989847656	1.050375712	0.974812144	0.009966777	0.350125237	0.350125237	0.025103616	0.025272096	"((37540:0.025104,1942:0.025104):0.000505,40292:0.025104):0.974559;"
F04R22	RyanCt	post	5325	10	9	0.015608	5.43E-06	0.002330965	0.00994	0.01775	0.01523	0.015199488	0.015421767	0.988970979	0.000185063	0.013603794	0.972695097	1.006775761	0.998297649	0.988804223	0.988887668	1.099261193	0.975184702	0.072463468	0.219852239	0.219852239	0.023429194	0.025313219	"((31120:0.025064,38852:0.025098):0.000538,((33649:0.016721,7196:0.016721):0.008344,33671:0.033542):0.000538):0.972695;"
F04R22	RyanCt	post	5483	3	5	0.02008	1.94E-05	0.004408072	0.01499	0.02263	0.02262	0.019341246	0.019723906	0.986823065	0.000423102	0.020569444	0.96682745	1.01612585	0.991920631	0.986482017	0.986652209	1.065884674	0.967057663	0.009253139	0.355294891	0.355294891	0.0328656	0.033019075	"((26023:0.024633,35194:0.024666):0.000460,30625:0.049298):0.966827;"
F04R22	RyanCt	post	5506	3	5	0.018	1.56E-05	0.003946201	0.01465	0.02235	0.017	0.017459559	0.017722352	0.988360941	0.000492725	0.022197418	0.967230052	1.016182829	0.975551687	0.987965195	0.98816254	1.058195295	0.970902353	0.08887077	0.352731765	0.352731765	0.027873547	0.030321747	"((8918:0.033691,38929:0.041608):0.007345,8801:0.008322):0.967230;"
F04R22	RyanCt	post	5556	6	7	0.017853333	4.26E-05	0.006524822	0.01033	0.02547	0.01776	0.015823297	0.016819666	0.987540318	0.000430285	0.020743301	0.97044714	1.01262341	0.971396761	0.987169253	0.987354369	1.087217774	0.970927409	0.006323846	0.271804444	0.271804444	0.028955253	0.029192658	"(((11252:0.041227,23434:0.032909):0.000458,10766:0.000458):0.000491,21321:0.041227):0.970447;"
F04R22	RyanCt	post	5573	15	11	0.018730667	4.82E-05	0.006944226	0.00509	0.02959	0.01964	0.0151454	0.017165371	0.989568641	0.000306328	0.017502236	0.956223716	1.017950058	0.991256623	0.989285803	0.98942746	1.114744945	0.977051011	0.328117673	0.185790824	0.185790824	0.014825726	0.026420205	"(((5439:0.017570,14769:0.000570):0.017249,(38319:0.026693,29659:0.008838):0.017748):0.017285,(9993:0.008838,38764:0.026444):0.017285):0.956224;"
F04R22	RyanCt	post	5589	6	7	0.039221667	0.000476554	0.021830111	0.01482	0.06527	0.040045	0.028309167	0.033545105	0.972122634	0.003637684	0.060313219	0.926734385	1.099390534	0.952185001	0.9691726	0.970605802	1.19514156	0.934952813	0.077652852	0.29878539	0.29878539	0.062952237	0.067101794	"(29931:0.025796,(1590:0.164599,(6924:0.052561,16867:0.008852):0.008541):0.008057):0.926734;"
F04R22	RyanCt	post	5661	15	11	0.015995333	1.51E-05	0.003890132	0.00989	0.0201	0.01747	0.014880552	0.01547311	0.988498648	0.000222552	0.01491818	0.964902571	1.003339886	0.993644674	0.988292533	0.988395828	1.126514877	0.974697025	0.116734977	0.187752479	0.187752479	0.022036885	0.026935384	"(((24296:0.018894,24577:0.018856):0.009275,295:0.037674):0.000611,(1483:0.018932,(11229:0.018932,40656:0.018932):0.000534):0.018971):0.964903;"
F04R22	RyanCt	post	5745	10	9	0.024136	9.71E-06	0.003115539	0.01707	0.02728	0.024695	0.023706251	0.023933384	0.981712925	0.00049713	0.022296415	0.956366485	1.009188232	0.991333987	0.981261391	0.981487371	1.164583671	0.958854082	0.043878821	0.232916734	0.232916734	0.039766272	0.041643437	"((8878:0.042871,(12343:0.026076,23236:0.034156):0.008327):0.000565,(31369:0.043401,874:0.052328):0.000494):0.956366;"
F04R22	RyanCt	post	5764	6	7	0.045921667	0.000188744	0.013738404	0.02837	0.06326	0.047935	0.042242712	0.044100317	0.968231336	0.004221707	0.064974666	0.896061319	1.090152843	0.951749566	0.964687583	0.966427449	1.222380645	0.925873118	0.107200151	0.305595161	0.305595161	0.06765777	0.081579832	"(((35992:0.138403,35362:0.062917):0.021941,722:0.033602):0.033747,28786:0.035709):0.896061;"
F04R22	RyanCt	post	5775	6	7	0.019188333	1.50E-05	0.00387109	0.01433	0.02366	0.019285	0.018517472	0.01885439	0.984570292	0.000458837	0.021420477	0.963632764	1.016132834	0.98365973	0.984172667	0.984371162	1.108007958	0.963997347	0.008120734	0.277001989	0.277001989	0.035820361	0.036093799	"((37451:0.037263,39563:0.051972):0.000528,(31900:0.034585,2131:0.019461):0.000566):0.963633;"
F04R22	RyanCt	post	4997	3	5	0.015593333	3.45E-07	0.00058731	0.01492	0.016	0.01586	0.015578279	0.015585856	0.987466072	0.000298223	0.017269122	0.968383005	1.003090484	0.998172583	0.987223054	0.987344792	1.062669641	0.96866518	0.00875	0.354223214	0.354223214	0.031240762	0.031428879	"(17694:0.029790,(682:0.029790,26945:0.034143):0.000564):0.968383;"
F04R22	RyanCt	post	5809	3	5	0.008333333	1.36E-05	0.003691156	0.00511	0.01236	0.00753	0.007327743	0.007805693	0.995123559	0.000470076	0.021681233	0.972870506	1.023228341	1.00274729	0.99474598	0.994934704	1.024382203	0.987808898	0.586569579	0.341460734	0.341460734	0.007211638	0.017170566	"((13042:0.000577,39186:0.020481):0.029877,27470:0.000577):0.972871;"
F04R22	RyanCt	post	5820	6	7	0.015258333	8.14E-06	0.002852924	0.01232	0.01972	0.01492	0.014837446	0.015043327	0.987374967	0.000309152	0.017582723	0.96681708	1.00778668	0.986953986	0.987106604	0.987240777	1.088375234	0.970541589	0.085763247	0.272093809	0.272093809	0.027739407	0.030389539	"(11603:0.020137,(1524:0.040397,(31276:0.030287,3042:0.020137):0.010028):0.000573):0.966817;"
F04R22	RyanCt	post	5873	10	9	0.0314	8.27E-05	0.009096122	0.00999	0.04112	0.033515	0.026741378	0.02956047	0.981043209	0.000714048	0.026721685	0.935400212	1.015109804	0.980750428	0.980388921	0.980717268	1.170611118	0.95734722	0.276400904	0.234122224	0.234122224	0.032258288	0.047042181	"((36263:0.048540,(25951:0.042577,16319:0.035538):0.023265):0.013869,(12888:0.008564,20928:0.026073):0.036786):0.935400;"
F04R22	RyanCt	post	5897	3	5	0.013246667	1.67E-06	0.001293303	0.01249	0.01474	0.01251	0.013166978	0.013206034	0.989474384	0.000224875	0.014995839	0.973386861	1.003416372	0.993247016	0.989292061	0.989383304	1.052628081	0.97368596	0.010073875	0.350876027	0.350876027	0.026214341	0.02641374	"(25029:0.019860,(34392:0.029431,38018:0.029352):0.000598):0.973387;"
F04R22	RyanCt	post	5914	6	7	0.01493	1.50E-08	0.000122474	0.01478	0.01508	0.01488	0.014929165	0.014929582	0.987208453	0.000254803	0.015962561	0.96957624	1.000482917	0.999356111	0.986986262	0.987097512	1.089540827	0.970153058	0.008147048	0.272385207	0.272385207	0.029699384	0.029991147	"(18993:0.029780,((23949:0.029740,33719:0.029740):0.000604,7913:0.029538):0.000563):0.969576;"
F04R22	RyanCt	post	5841	6	7	0.01464	6.77E-08	0.000260154	0.01431	0.01492	0.01462	0.014636145	0.014638073	0.987444326	0.000246948	0.015714582	0.970071948	1.001108446	0.997359882	0.987229102	0.987336852	1.08788972	0.970703427	0.008588697	0.27197243	0.27197243	0.029142063	0.029454443	"((25090:0.029747,(18701:0.029787,16645:0.029747):0.000605):0.000645,16677:0.027288):0.970072;"
F04R22	RyanCt	post	5993	3	5	0.017126667	1.75E-05	0.004181056	0.01249	0.02061	0.01828	0.016367614	0.016757358	0.98708213	0.000446241	0.021124428	0.967402681	1.017944288	0.986015309	0.986723543	0.986902317	1.064589349	0.967705325	0.007703418	0.354863116	0.354863116	0.032193793	0.032395556	"(24371:0.018613,(17593:0.028032,1527:0.049936):0.000605):0.967403;"
F04R22	RyanCt	pre	1348	6	7	0.221488333	0.006154459	0.07845036	0.09178	0.31552	0.219	0.188736625	0.206789793	0.932486236	0.010973894	0.104756357	0.776665305	1.063473981	0.927695978	0.922016911	0.927309007	1.47259635	0.842467883	0.304408685	0.368149088	0.368149088	0.124630828	0.173982761	"((1977:0.053101,6113:0.104722):0.151031,(26383:0.240432,25672:0.100269):0.046377):0.776665;"
F04R22	RyanCt	pre	1364	15	11	0.222564	0.009674898	0.098361058	0.01117	0.3045	0.25403	0.086663348	0.174004331	0.948291173	0.012136641	0.110166425	0.764351023	1.054020668	1.007153807	0.935658824	0.942133371	1.568797099	0.88624058	0.365970519	0.261466183	0.261466183	0.088388211	0.134074346	"(23490:0.130867,((20265:0.167777,((34888:0.001072,40119:0.015553):0.031314,10652:0.038443):0.163372):0.066334,31451:0.176618):0.013097):0.764351;"
F04R22	RyanCt	pre	1405	3	5	0.039973333	0.000643146	0.025360328	0.01069	0.05472	0.05451	0.023047585	0.031710274	0.987136715	0.000498445	0.022325875	0.949394019	1.006931889	0.996332807	0.986723361	0.986931609	1.064316426	0.967841787	0.642952572	0.354772142	0.354772142	0.026008957	0.038307469	"(16556:0.057538,(7166:0.010043,15838:0.010446):0.036896):0.949394;"
F04R22	RyanCt	pre	1655	3	5	0.143886667	0.013531295	0.116324096	0.00957	0.2118	0.21029	0.026322721	0.075257913	0.950254212	0.025353429	0.159227601	0.874212636	1.234968505	0.878359854	0.932818874	0.940908423	1.248728939	0.875635531	0.007683658	0.41624298	0.41624298	0.123890171	0.124838768	"(35944:0.004147,(18811:0.357910,12736:0.009613):0.002846):0.874213;"
F04R22	RyanCt	pre	1761	10	9	0.10126	0.00125151	0.035376681	0.05123	0.16745	0.10186	0.090110304	0.095639431	0.962778874	0.004259959	0.065268363	0.884161736	1.088599606	0.955226824	0.958979385	0.960856659	1.334990138	0.916252465	0.163267251	0.266998028	0.266998028	0.070773176	0.09016568	"((3116:0.082446,(40852:0.037002,27462:0.133373):0.039665):0.031400,(39045:0.001105,9735:0.099941):0.025897):0.884162;"
F04R22	RyanCt	pre	1771	10	9	0.1113	0.00341237	0.058415492	0.03131	0.18627	0.134825	0.076308458	0.093958124	0.969410092	0.009186653	0.095847027	0.827147099	1.110136723	1.004637636	0.9608203	0.965137883	1.275309176	0.931172706	0.348743043	0.255061835	0.255061835	0.041910037	0.089632415	"(((29192:0.014215,6336:0.079823):0.025676,27958:0.023963):0.177491,(12536:0.061448,21808:0.030102):0.035445):0.827147;"
F04R22	RyanCt	pre	1780	6	7	0.028888333	0.000303187	0.01741228	0.00262	0.05525	0.028795	0.011028578	0.021275352	0.985514589	0.000772405	0.027792178	0.947464553	1.034257031	0.975755435	0.98485224	0.985181844	1.101397879	0.966200707	0.152309837	0.27534947	0.27534947	0.031410611	0.038483331	"(((19751:0.058502,32543:0.006239):0.000373,28886:0.000373):0.027918,23344:0.060528):0.947465;"
F04R22	RyanCt	pre	1631	3	5	0.0183	7.13E-05	0.008446319	0.00903	0.02556	0.02031	0.015067621	0.016736045	0.991028529	0.000515646	0.022707845	0.95899024	1.018487237	0.996152402	0.990609614	0.990819507	1.044857357	0.977571321	0.568149211	0.348285786	0.348285786	0.016234985	0.028622372	"(17217:0.020458,(14049:0.022335,18302:0.005912):0.037162):0.958990;"
F04R22	RyanCt	pre	1920	6	7	0.270293333	0.043100553	0.207606726	0.06463	0.49591	0.263875	0.134893782	0.19208918	0.878644907	0.068263992	0.261273787	0.600433135	1.419434571	0.81026812	0.826776637	0.850518969	1.849485652	0.716838116	0.301182115	0.462371413	0.462371413	0.259804383	0.312263129	"(((29718:0.044208,2795:0.138533):0.070455,1993:0.037476):0.139380,39488:0.819001):0.600433;"
F04R22	RyanCt	pre	4611	3	5	0.028606667	4.65E-05	0.006818624	0.02093	0.03396	0.03093	0.027383309	0.028013816	0.990089487	0.000610675	0.024711843	0.958775536	1.017015845	0.991671897	0.989594285	0.98984216	1.049552567	0.975223716	0.426260965	0.349850856	0.349850856	0.019293557	0.03025901	"((21959:0.025344,5778:0.018934):0.032896,23184:0.013603):0.958776;"
F04R22	RyanCt	pre	4541	15	11	0.057428667	0.002409901	0.04909074	0.00962	0.1372	0.03572	0.027453769	0.039285643	0.97292108	0.002603661	0.051026078	0.89618597	1.099912388	0.952070557	0.970621845	0.971750194	1.297868115	0.940426377	0.072250146	0.216311353	0.216311353	0.057632926	0.066947024	"(7895:0.203726,(6118:0.032568,((10915:0.000327,(23718:0.026400,18844:0.060931):0.000374):0.000304,35404:0.021845):0.000607):0.054600):0.896186;"
F04R22	RyanCt	pre	15	3	5	0.020586667	0.000181971	0.013489645	0.00528	0.03074	0.02574	0.011504175	0.016105793	0.97863027	0.003340568	0.05779765	0.946185463	1.080158166	0.947694282	0.97608344	0.977326515	1.10684865	0.946575675	0.005793743	0.36894955	0.36894955	0.053294254	0.053554396	"(12896:0.025962,(39564:0.133192,24826:0.000728):0.000780):0.946185;"
F04R22	RyanCt	pre	5284	6	7	0.019103333	1.41E-05	0.003760583	0.01248	0.02246	0.01992	0.018342184	0.018747504	0.987411646	0.00028107	0.01676513	0.962268596	1.00414002	0.995725345	0.987166065	0.987289116	1.088118479	0.970627174	0.127720007	0.27202962	0.27202962	0.027297206	0.031462471	"(34283:0.033726,((33700:0.016796,33391:0.025210):0.008246,36068:0.033457):0.008415):0.962269;"
F04R22	RyanCt	mixed	1397	3	5	0.06868	0.00246501	0.049648868	0.01147	0.10049	0.09408	0.027838494	0.047686399	0.978840804	0.001719628	0.041468397	0.924416353	1.04023029	0.974242051	0.977447049	0.978141966	1.105795979	0.947102011	0.691997852	0.36859866	0.36859866	0.045336103	0.060459875	"((33792:0.015740,5432:0.004454):0.045371,39759:0.115814):0.924416;"
F04R22	RyanCt	mixed	1420	3	5	0.081313333	0.000916073	0.030266692	0.04955	0.10982	0.08457	0.072971452	0.077205305	0.97227407	0.001921584	0.04383588	0.913371091	1.017070918	0.970438316	0.970677855	0.971478292	1.138629648	0.930685176	0.274524158	0.379543216	0.379543216	0.063543462	0.075086186	"(29156:0.099120,(27777:0.022439,602:0.069072):0.034628):0.913371;"
F04R22	RyanCt	mixed	1414	3	5	0.260093333	0.009677219	0.098372859	0.1584	0.35477	0.26711	0.232998219	0.246678181	0.916935565	0.030392024	0.174333084	0.761010298	1.212323483	0.882987287	0.894317084	0.904988318	1.415322175	0.792338913	0.122705028	0.471774058	0.471774058	0.197218216	0.218103959	"((19372:0.388656,25792:0.059320):0.062657,10631:0.143679):0.761010;"
F04R22	RyanCt	mixed	1653	6	7	0.125303333	0.011329981	0.106442385	0.00957	0.24213	0.12585	0.03538649	0.073409925	0.952968307	0.018438801	0.135789547	0.887337757	1.257653805	0.894494562	0.939761179	0.945843295	1.329221852	0.890259383	0.007658097	0.332305463	0.332305463	0.109013156	0.110471024	"((35944:0.004223,(18811:0.364485,12736:0.009790):0.002898):0.002933,21401:0.057555):0.887338;"
F04R22	RyanCt	mixed	1642	6	7	0.038403333	0.000460496	0.021459161	0.00731	0.05942	0.047635	0.02162524	0.030605378	0.988365642	0.001561181	0.039511788	0.943833388	1.043562208	0.973012257	0.987024737	0.987692856	1.081440503	0.972853166	0.570969745	0.270360126	0.270360126	0.012636945	0.034401779	"((21034:0.015511,7078:0.000347):0.013667,(569:0.026337,38028:0.008352):0.073392):0.943833;"
F04R22	RyanCt	mixed	1741	3	5	0.02714	0.000146883	0.012119534	0.01428	0.03835	0.02879	0.022929134	0.025075239	0.988316649	0.000489732	0.022129899	0.968187359	1.021558125	0.978626575	0.987925387	0.988120151	1.058416756	0.970791622	0.141310884	0.352805585	0.352805585	0.02834029	0.030076466	"(847:0.053371,(1282:0.005231,6036:0.026419):0.005209):0.968187;"
F04R22	RyanCt	mixed	1759	15	11	0.09048	0.001345607	0.036682513	0.02388	0.16745	0.08067	0.073076101	0.082598539	0.966328385	0.004832567	0.069516665	0.889856434	1.11080102	0.934234536	0.96198164	0.964121604	1.370387763	0.925922447	0.12898005	0.228397961	0.228397961	0.061542332	0.080088555	"(((3116:0.084127,(40852:0.037757,27462:0.136093):0.040474):0.032041,(39045:0.001127,9735:0.101979):0.026426):0.012337,14663:0.008171):0.889856;"
F04R22	RyanCt	mixed	1799	3	5	0.201286667	0.025085411	0.158383747	0.01871	0.30178	0.28337	0.049759511	0.116960542	0.933330496	0.018714216	0.136799914	0.690765531	1.015387235	0.976206185	0.913532122	0.924076271	1.333347522	0.833326239	0.877456117	0.444449174	0.444449174	0.119153525	0.214193997	"((7622:0.039500,7333:0.000319):0.285121,29451:0.317641):0.690766;"
F04R22	RyanCt	mixed	4610	6	7	0.038581667	0.000190059	0.013786198	0.02093	0.0566	0.03473	0.03447091	0.036504568	0.988465844	0.002088195	0.045696774	0.92504691	1.03983691	0.994197773	0.986625492	0.987550362	1.080739094	0.973086969	0.399690015	0.270184774	0.270184774	0.016703708	0.038923046	"(((21959:0.025913,5778:0.019359):0.033635,23184:0.013908):0.055243,38082:0.007635):0.925047;"
F04R22	RyanCt	mixed	4762	6	7	0.028728333	7.43E-05	0.008620105	0.01736	0.04019	0.028635	0.026465727	0.027602777	0.984238861	0.000508489	0.022549711	0.959060938	1.019214681	0.984408244	0.98379918	0.984018483	1.110327974	0.963224009	0.036060705	0.277581993	0.277581993	0.036209497	0.037816759	"(30724:0.060154,((17112:0.026085,7382:0.039312):0.000369,25230:0.019287):0.006060):0.959061;"
F04R22	RyanCt	mixed	4783	3	5	0.26282	0.028693536	0.169391666	0.06724	0.36282	0.3584	0.146925826	0.206013482	0.950138512	0.044784706	0.211623973	0.680498644	1.121890691	1.070193917	0.908590057	0.929826483	1.249307439	0.87534628	0.800669967	0.416435813	0.416435813	0.059704507	0.189602932	"(25127:0.082097,(13296:0.051697,19220:0.045319):0.389695):0.680499;"
F04R22	RyanCt	mixed	4859	3	5	0.03632	0.000114841	0.010716399	0.02886	0.0486	0.0315	0.034493782	0.035352032	0.983463	0.001271432	0.03565714	0.943106025	1.039847987	0.974208976	0.982450138	0.982953001	1.082684999	0.9586575	0.278185151	0.360895	0.360895	0.036158675	0.046526325	"(40133:0.027772,(2293:0.015065,7742:0.065639):0.031103):0.943106;"
F04R22	RyanCt	mixed	4869	3	5	0.08702	0.00112892	0.033599403	0.04904	0.11287	0.09915	0.076264085	0.081872974	0.959526724	0.0086391	0.092946758	0.880612958	1.117891623	0.921556222	0.952963512	0.956139668	1.202366378	0.898816811	0.129652388	0.400788793	0.400788793	0.095115238	0.10725114	"(20714:0.040943,(28118:0.200871,980:0.043531):0.036408):0.880613;"
F04R22	RyanCt	mixed	4878	3	5	0.03376	0.000437916	0.020926445	0.0096	0.04621	0.04547	0.020297765	0.027221416	0.98764592	0.002745237	0.052395008	0.921687414	1.030843707	1.016542185	0.985376031	0.986518155	1.061770401	0.969114799	0.78127136	0.353923467	0.353923467	0.015076072	0.046694329	"((7722:0.014302,2598:0.012254):0.094855,14789:0.018672):0.921687;"
F04R22	RyanCt	mixed	4939	3	5	0.02658	0.00030524	0.017471108	0.00672	0.03958	0.03344	0.014707388	0.020719079	0.983007206	0.002126929	0.046118637	0.957277822	1.063923139	0.957758207	0.981369801	0.98217304	1.084963971	0.957518014	0.003775485	0.361654657	0.361654657	0.042401922	0.04256205	"((18750:0.020592,23972:0.106165):0.000480,12233:0.000448):0.957278;"
F04R22	RyanCt	mixed	5039	3	5	0.01488	6.10E-09	7.81E-05	0.01479	0.01493	0.01492	0.014879726	0.014879863	0.988961103	0.000228565	0.015118364	0.97214229	1.000198452	0.999640306	0.988775173	0.988868307	1.055194483	0.972402758	0.009377093	0.351731494	0.351731494	0.027510419	0.027684064	"(30450:0.027498,(18394:0.027535,18624:0.027498):0.000521):0.972142;"
F04R22	RyanCt	mixed	5069	6	7	0.014753333	1.22E-05	0.003493999	0.0094	0.01992	0.0148	0.0139985	0.014386969	0.988104705	0.000286266	0.016919403	0.971714188	1.009731531	0.986065357	0.987857485	0.987980905	1.083267068	0.972244311	0.010912603	0.270816767	0.270816767	0.027623159	0.02788822	"(7784:0.037411,(19464:0.037487,(17091:0.013291,15464:0.022303):0.000530):0.000530):0.971714;"
F04R22	RyanCt	mixed	5083	3	5	0.014486667	1.19E-05	0.003451236	0.01109	0.01799	0.01438	0.013934124	0.014209339	0.989630775	0.000250087	0.015814136	0.967832979	1.008737676	0.994780592	0.989427812	0.989529424	1.051846124	0.974076938	0.225558659	0.350615375	0.350615375	0.023841742	0.028004382	"(22732:0.028649,(35908:0.028417,23326:0.014460):0.012488):0.967833;"
F04R22	RyanCt	mixed	5098	15	11	0.050012667	0.000209363	0.014469371	0.02801	0.07762	0.04805	0.046063766	0.048037002	0.972280263	0.004948303	0.070344177	0.857320553	1.070513205	0.982198484	0.967471924	0.969905834	1.304917103	0.939016579	0.098736523	0.217486184	0.217486184	0.053786436	0.074599425	"(29072:0.000524,(19134:0.101932,(39247:0.033126,((36211:0.031882,35240:0.066416):0.000524,1495:0.088838):0.026154):0.037152):0.061048):0.857321;"
