site	primer	treatment	taxon	id	distance	abundance_log	abundance_CSS	abundance_DESeq2
RyanCt	NF118Sr2b	Post	Leptosomatidae	15059	0.0196171988568377	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	18276	0.0156765534739063	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	34192	0.0195728840125392	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	29625	0.0195926151150411	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	13314	0.0239122237569916	-10.136185	1.0854	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	22297	0.0258319275848537	-9.037573	1.7623	1.52247
RyanCt	NF118Sr2b	Post	Leptosomatidae	34628	0.0241272707113831	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	8253	0.0194628199174751	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	38036	0.0260370246484438	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	2892	0.0240654526062328	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	22821	0.0258254215188422	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	3055	0.0255463366708269	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	16463	0.0240494148975593	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	13744	0.0168463463872489	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	22935	0.0241223883343875	-10.136185	1.0854	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	32217	0.0241044726893078	-9.730720	1.3224	1.08812
RyanCt	NF118Sr2b	Post	Leptosomatidae	22528	0.0236289032785891	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	10687	0.0194561398438068	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	2348	0.0265889815853202	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	40800	0.0239807247417394	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	8833	0.0232539987803296	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	14942	0.025430614667126	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	8644	0.0241107999582664	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	12071	0.0243052570410674	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	8510	0.0246522917412462	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	11732	0.0216157491278531	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	21510	0.0234729153381337	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	36021	0.0220046379419873	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	36319	0.0234381664078206	-9.730720	1.5469	1.08812
RyanCt	NF118Sr2b	Post	Leptosomatidae	30967	0.024828335750196	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	20963	0.0226870979260366	-9.730720	1.5469	1.08812
RyanCt	NF118Sr2b	Post	Leptosomatidae	36175	0.0233429386770363	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	21712	0.0233642397215924	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	17917	0.023457054207568	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	26529	0.0234815511556519	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	27155	0.0218995712376824	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	35957	0.0188351639262303	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	39375	0.0236920965407047	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	16570	0.0236196230983534	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	3572	0.0235351918366047	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	3773	0.022805854277008	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	37927	0.025704632445316	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	10677	0.0236520870406971	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	14920	0.0236254851995069	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	18175	0.0235616841945313	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	8712	0.0164410760156968	-7.938961	2.7653	2.19162
RyanCt	NF118Sr2b	Post	Leptosomatidae	20286	0.0166500830307747	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	32177	0.0235166452895394	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	35342	0.0234759235087433	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	24917	0.0219995138389337	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	29290	0.0136699962264738	-4.152249	5.4815	4.10097
RyanCt	NF118Sr2b	Post	Leptosomatidae	6167	0.0255185238961944	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	24955	0.0220252691990851	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	32454	0.0234139159976041	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	31089	0.0234577793716001	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	15304	0.021935857666266	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	21455	0.0254147797785431	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	20860	0.0194030515456787	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	10191	0.0194121493282812	-9.443038	1.733	1.26772
RyanCt	NF118Sr2b	Post	Leptosomatidae	39455	0.02331985048883	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	4991	0.0240017086240383	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	219	0.0233373406772706	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	2443	0.0233758033284994	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	26137	0.0236703801925654	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	24980	0.0234862426600166	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	24427	0.0235652503581115	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	5044	0.0233675601537529	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	20337	0.0235025446368886	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	6886	0.0233183892232012	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	37935	0.0233065313680316	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	8224	0.0238423337443482	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	10344	0.018571583116911	-8.264383	2.28545	1.99792
RyanCt	NF118Sr2b	Post	Leptosomatidae	27136	0.02568907937087	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	28038	0.0233984621923598	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	30337	0.0233779616621799	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	14416	0.0233910167322566	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	29722	0.0234349830582125	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	7010	0.023214381189086	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	25368	0.0234546570816229	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	23043	0.0232940541199676	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	8618	0.0166115282173705	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	13875	0.022082924511592	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	23873	0.0280373831775701	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	1798	0.0257099275063687	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	11234	0.0220812013680697	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	33087	0.025862860155232	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	3350	0.0248869349868701	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	18668	0.027681660899654	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	34011	0.0244881072774793	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	3204	0.0231759193812205	-9.730720	1.5469	1.08812
RyanCt	NF118Sr2b	Post	Leptosomatidae	951	0.0234019398902504	-10.136185	1.0854	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	14228	0.0254731824466903	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	507	0.0243617309749899	-9.730720	1.3224	1.08812
RyanCt	NF118Sr2b	Post	Leptosomatidae	21821	0.0254845753849536	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	31808	0.0222384444005926	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Phanodermatidae	11973	0.0203696734969875	-9.219895	1.8808	1.40792
RyanCt	NF118Sr2b	Post	Leptosomatidae	6329	0.0233114520043977	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	7029	0.0219152271810306	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	17424	0.0235527623124877	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	6158	0.0234789001818086	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	9697	0.0234576701951417	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	21767	0.023380492688196	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	27815	0.0242127449030233	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	302	0.0257032395670532	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	5168	0.0235247671067239	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	14039	0.0220926665793738	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	35768	0.0242367341936202	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	30051	0.0234676126569915	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	21078	0.0255053306468555	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	3495	0.024018324084567	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	22544	0.0220480016336955	-9.730720	1.5469	1.08812
RyanCt	NF118Sr2b	Post	Leptosomatidae	22321	0.0258512842463649	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	22519	0.0232938024503845	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Phanodermatidae	15348	0.0211250798072236	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	25465	0.0234694047523139	-9.219895	1.8808	1.40792
RyanCt	NF118Sr2b	Post	Leptosomatidae	37239	0.0235033413021383	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	11380	0.023790080482858	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	27372	0.0193710159621933	-10.136185	1.0854	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	40631	0.0235615257600676	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	34372	0.0234822254390429	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	369	0.0234507125307886	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	28327	0.0240146182493804	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	11087	0.0236145557133936	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	2747	0.0264106918448169	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	30406	0.0256156473838418	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	17626	0.0233973501635946	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	33494	0.0235478737764209	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	5302	0.013652922322011	-1.518604	7.381	5.32242
RyanCt	NF118Sr2b	Post	Leptosomatidae	16440	0.0255822789306934	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	21385	0.0218149581282239	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	5250	0.0192380186133425	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	35392	0.0194109426354146	-9.443038	1.733	1.26772
RyanCt	NF118Sr2b	Post	Leptosomatidae	28210	0.0219311560476962	-9.730720	1.5469	1.08812
RyanCt	NF118Sr2b	Post	Leptosomatidae	8372	0.0236322668171533	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	9066	0.024127262321795	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	16913	0.0183433764144906	-9.037573	2.0034	1.52247
RyanCt	NF118Sr2b	Post	Phanodermatidae	17344	0.0231447948335499	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	27198	0.0221015882724688	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	26978	0.0229691551582572	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	2575	0.0236388819576008	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	15515	0.0233242939756108	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	14688	0.0209555542328722	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	40231	0.0216043854188746	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	16724	0.0235887596971465	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	11413	0.0229021850836812	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	3935	0.0233805175079158	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	17332	0.0233399693642723	-9.730720	1.5469	1.08812
RyanCt	NF118Sr2b	Post	Leptosomatidae	7231	0.0191780656319359	-9.730720	1.5469	1.08812
RyanCt	NF118Sr2b	Post	Leptosomatidae	22888	0.025457699618862	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	8713	0.0221621059045419	-9.730720	1.5469	1.08812
RyanCt	NF118Sr2b	Post	Leptosomatidae	16492	0.0222451312585406	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	37714	0.0232516786682659	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	40575	0.0247720046801367	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	30082	0.0211217781858648	-9.730720	1.5469	1.08812
RyanCt	NF118Sr2b	Post	Leptosomatidae	8304	0.0241506102914008	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Phanodermatidae	6201	0.010781407977103	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	16761	0.0106215369032386	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	15697	0.0257075973243714	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	1632	0.023737849521639	-9.443038	1.733	1.26772
RyanCt	NF118Sr2b	Post	Leptosomatidae	25674	0.025344702516142	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	39127	0.024150997789825	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	30619	0.0197898205977746	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	5324	0.0229919740219817	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	2769	0.0228292790110831	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	6517	0.0219804875003349	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	21729	0.0226509768931449	-9.730720	1.5469	1.08812
RyanCt	NF118Sr2b	Post	Leptosomatidae	7345	0.0229518601720442	-9.443038	1.733	1.26772
RyanCt	NF118Sr2b	Post	Leptosomatidae	7503	0.0227332154606533	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	38703	0.0250071390949104	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	39520	0.0237529212290946	-8.526747	2.10525	1.83832
RyanCt	NF118Sr2b	Post	Leptosomatidae	34896	0.0236973568183518	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	20813	0.0229653520019831	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	792	0.0237495883477231	-9.443038	1.50045	1.26772
RyanCt	NF118Sr2b	Post	Leptosomatidae	13175	0.0234807590960261	-9.730720	1.3224	1.08812
RyanCt	NF118Sr2b	Post	Leptosomatidae	35056	0.0225979941615566	-9.219895	1.8808	1.40792
RyanCt	NF118Sr2b	Post	Leptosomatidae	3396	0.0225585168534131	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	27839	0.0247636339619415	-9.443038	1.733	1.26772
RyanCt	NF118Sr2b	Post	Leptosomatidae	37696	0.024742093360148	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	9624	0.0224175720903754	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	25011	0.0228487238134856	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	35371	0.0248587783006277	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	11562	0.0225945573091829	-9.443038	1.733	1.26772
RyanCt	NF118Sr2b	Post	Leptosomatidae	22710	0.0226057129440688	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	27680	0.0226034598703217	-9.037573	2.0034	1.52247
RyanCt	NF118Sr2b	Post	Leptosomatidae	37678	0.0237857558665398	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	33701	0.0244566119292925	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	9935	0.0220393029086153	-9.219895	1.8808	1.40792
RyanCt	NF118Sr2b	Post	Leptosomatidae	39468	0.0245265871196575	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	5745	0.0206230918852825	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	17577	0.0255205047148873	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	85	0.0232611694119071	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	9242	0.0232313083825598	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	12798	0.0137160278429294	-8.121282	2.6369	2.08382
RyanCt	NF118Sr2b	Post	Leptosomatidae	18863	0.0233425296699374	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	7710	0.0233571574910303	-9.730720	1.5469	1.08812
RyanCt	NF118Sr2b	Post	Leptosomatidae	6705	0.0233744774356622	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	14835	0.0239835623767832	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	22894	0.0233603872184107	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	27548	0.025921948063507	-10.136185	1.0854	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	28783	0.0255061820186227	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	17910	0.0194429754432814	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Phanodermatidae	27210	0.0209088961486316	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	1088	0.0235366656445613	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	34622	0.0234887178206938	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	38521	0.0255971365944409	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	5016	0.0253435099347186	-10.136185	1.0854	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	22862	0.0252483906558446	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	39417	0.0240960381258684	-9.219895	1.6432	1.40792
RyanCt	NF118Sr2b	Post	Leptosomatidae	4288	0.0240960381258684	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	27521	0.023384733915376	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	2810	0.025531601010058	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	12346	0.0244085400963971	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	39459	0.0238443227346426	-9.219895	1.6432	1.40792
RyanCt	NF118Sr2b	Post	Leptosomatidae	38081	0.024141153289298	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	38219	0.0234386373864648	-9.730720	1.5469	1.08812
RyanCt	NF118Sr2b	Post	Phanodermatidae	35860	0.0237777119138855	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	4422	0.0240373173136778	-9.730720	1.3224	1.08812
RyanCt	NF118Sr2b	Post	Phanodermatidae	32098	0.0220296045953411	-9.443038	1.733	1.26772
RyanCt	NF118Sr2b	Post	Phanodermatidae	10927	0.0192155023629875	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	17097	0.0234950987473533	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	26455	0.0238824680392479	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	33301	0.0221912176156572	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	13037	0.0243523076993865	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	10905	0.0233045635270207	-8.749891	2.1996	1.70117
RyanCt	NF118Sr2b	Post	Leptosomatidae	24866	0.016590877013435	-9.219895	1.6432	1.40792
RyanCt	NF118Sr2b	Post	Leptosomatidae	4778	0	-9.443038	1.733	1.26772
RyanCt	NF118Sr2b	Post	Leptosomatidae	16411	0	-9.037573	1.7623	1.52247
RyanCt	NF118Sr2b	Post	Leptosomatidae	13891	0	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	38605	0.0196492175669245	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	23602	0	-10.136185	1.2955	0.84567
RyanCt	NF118Sr2b	Post	Phanodermatidae	38225	0.0148791262125763	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	8105	0.0236991295397228	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	15203	0.0185758513931889	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	19692	0.0144478844169247	-9.443038	1.50045	1.26772
RyanCt	NF118Sr2b	Post	Phanodermatidae	16766	0.0185758513931889	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	34235	0.022703818369453	-10.136185	1.0854	0.84567
RyanCt	NF118Sr2b	Post	Phanodermatidae	29650	0.019021048461946	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	34325	0.021634247945001	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Leptosomatidae	11190	0.0249644232483626	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	1076	0.0210259987796613	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Phanodermatidae	1217	0.0144941932784322	-10.136185	1.0854	0.84567
RyanCt	NF118Sr2b	Post	Leptosomatidae	4268	0.0222780691530692	-9.037573	1.7623	1.52247
ShellfishLab	NF118Sr2b	Post	Trombidioidea	23652	0.00773993808049536	-2.800732	5.8725	3.24912
ShellfishLab	NF118Sr2b	Post	Trombidioidea	37579	0.0193498452012384	-6.951772	2.9513	0.84567
ShellfishLab	NF118Sr2b	Post	Trombidioidea	19321	0.010061919504644	-7.644919	2.4633	0.49222
ShellfishLab	NF118Sr2b	Post	Trombidioidea	7738	0.0170278637770898	-6.951772	2.9513	0.84567
ShellfishLab	NF118Sr2b	Post	Trombidioidea	34963	0.00773993808049536	-2.800732	5.9335	3.24912
RyanCt	NF118Sr2b	Post	Limnocytheridae	33337	0.0155621748208237	-10.829332	0.90625	0.49222
RyanCt	NF118Sr2b	Post	Limnocytheridae	32290	0.0162557646480122	-10.136185	1.0854	0.84567
RyanCt	NF118Sr2b	Post	Limnocytheridae	13397	0.0200380129759701	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Limnocytheridae	35053	0.0159091131039099	-9.730720	1.3224	1.08812
RyanCt	NF118Sr2b	Post	Limnocytheridae	30107	0.0129416043288554	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Limnocytheridae	10279	0.0159179805937356	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Limnocytheridae	1480	0.0158456317035492	-10.829332	0.73005	0.49222
RyanCt	NF118Sr2b	Post	Limnocytheridae	2066	0.015810410454696	-10.136185	1.0854	0.84567
